Timestamp,Specific Conductance (uS/cm),TDS (g/L),Dissolved Oxygen (mg/L),ORP_1 (mV),pH,Temperature (C),Tank
7/11/18 4:47,-99999,-99999,10.45,289.1,7.75,13.2,Air
7/11/18 4:47,140.7,0.0917,8.17,182.1,8.49,20.4,T1
7/11/18 4:48,145.1,0.0942,8.56,180.2,8.74,21,T2
7/11/18 4:48,158.9,0.1033,7.93,180.6,8.49,22,T4
7/11/18 4:49,134.9,0.0878,8.49,181.1,8.31,19.6,T3
7/11/18 4:50,136.8,0.089,8.88,180.8,8.53,19.5,T8
7/11/18 4:50,144,0.0936,8.68,180.5,8.61,21.3,T5
7/11/18 4:50,145.9,0.0949,8.54,180.9,8.61,21.7,T6
7/11/18 4:51,146.5,0.0955,8.69,181,8.61,20.4,T7
7/11/18 4:51,138.4,0.0897,8.59,181.2,8.49,20.3,T10
7/11/18 4:52,156.4,0.1014,7.87,180.7,8.63,22.7,T11
7/11/18 4:52,133.6,0.0871,9.24,181.2,8.43,19.2,T9
7/11/18 4:53,147.8,0.0962,8.24,181.1,8.53,21.4,T12
7/11/18 4:54,139.9,0.091,8.71,179.1,8.65,20.2,T29
7/11/18 4:55,146.1,0.0949,8.59,179.4,8.63,21.4,T30
7/11/18 4:55,132.1,0.0858,8.71,179.8,8.36,19.3,T31
7/11/18 4:56,150,0.0975,8.11,179.8,8.47,22.5,T32
7/11/18 4:56,142.8,0.093,8.53,178.7,8.58,21.5,T36
7/11/18 4:57,140.5,0.091,8.76,179.4,8.53,20.5,T34
7/11/18 4:58,133.5,0.0871,8.78,180,8.39,19.3,T33
7/11/18 4:58,156.6,0.1021,8.17,179.9,8.57,22.5,T35
7/11/18 4:58,148.7,0.0969,8.27,179.2,8.62,22.4,T38
7/11/18 4:59,134.9,0.0878,8.62,180.6,8.35,19.2,T40
7/11/18 4:59,136.6,0.089,8.97,179.3,8.7,20.4,T39
7/11/18 5:00,139.9,0.091,8.41,180.3,8.5,21.5,T37
7/11/18 5:01,0.4,0,9.7,229.8,8.15,19.2,Air
7/11/18 5:01,146.8,0.0955,8.28,180.6,8.68,22.6,T48
7/11/18 5:02,135.6,0.0884,8.2,182.3,8.19,19.5,T47
7/11/18 5:03,148.8,0.0969,7.92,182.2,8.39,21.5,T46
7/11/18 5:03,142.4,0.0923,8.73,181.3,8.66,20.7,T45
7/11/18 5:04,131.6,0.0858,8.53,183.1,8.38,20.3,T42
7/11/18 5:05,126,0.0819,9.03,182.6,8.48,19.2,T41
7/11/18 5:05,140.3,0.091,8.77,181.6,8.85,21.5,T44
7/11/18 5:06,153.8,0.1001,7.9,183.7,8.45,22.7,T43
7/11/18 5:06,0.3,0,11.09,181.7,8.19,17.6,Air
7/11/18 5:07,159.5,0.104,8.52,184.5,8.69,22,T13
7/11/18 5:07,127.8,0.0832,8.84,185,8.39,18.9,T14
7/11/18 5:08,140,0.091,8.59,185.5,8.55,21.1,T15
7/11/18 5:08,137.6,0.0897,8.53,186.1,8.4,20.2,T16
7/11/18 5:09,134.1,0.0871,8.96,186.6,8.54,19.4,T17
7/11/18 5:09,142.6,0.093,8.52,187.4,8.42,20.2,T18
7/11/18 5:10,154.2,0.1001,8.61,186.7,8.76,22,T19
7/11/18 5:10,151.5,0.0988,8.54,187.4,8.6,21,T20
7/11/18 5:11,173.9,0.1131,8.55,188.1,8.63,21.4,T22
7/11/18 5:11,143.9,0.0936,8.34,188.7,8.41,20.6,T21
7/11/18 5:12,135.8,0.0884,8.95,189,8.45,19.2,T23
7/11/18 5:13,157.4,0.1021,8.17,188.7,8.65,22.5,T24
7/11/18 5:13,142.1,0.0923,9.13,186.3,9.1,21.3,T25
7/11/18 5:14,138.2,0.0897,8.85,188.9,8.55,19.3,T28
7/11/18 5:14,165.2,0.1073,8.28,189.3,8.69,22.4,T26
7/11/18 5:15,150.1,0.0975,8.6,189.8,8.6,20.7,T27
7/11/18 21:48,-99999,-99999,9.6,-600.8,7.25,19.6,Air
7/11/18 21:50,-99999,-99999,9.07,-99999,7.29,19.2,T42
7/11/18 21:52,-99999,-99999,9.6,153.7,7.06,20.5,T44
7/11/18 21:54,148.9,0.0969,8.37,140.4,8.47,26,T46
7/11/18 21:55,56.3,0.0364,8.56,168.9,7.81,24.4,T48
7/11/18 21:57,25,0.0163,9.18,147.1,8.6,25.7,T30
7/11/18 21:57,134.4,0.0871,8.68,146.5,8.6,26.1,T32
7/11/18 21:58,141.2,0.0917,9.55,146.3,8.67,25.1,T34
7/11/18 22:00,137.9,0.0897,9.24,146.3,8.69,25.9,T36
7/11/18 22:02,144.6,0.0942,9.44,144.8,8.84,26.8,T38
7/11/18 22:02,135.8,0.0884,9.21,146.3,8.48,24.3,T40
7/11/18 22:03,139.4,0.0903,8.82,148.5,8.32,24.6,T47
7/11/18 22:04,72.5,0.0468,9.6,147.3,8.77,25.2,T45
7/11/18 22:05,156.2,0.1014,8.63,148.8,8.57,26.9,T43
7/11/18 22:06,127.2,0.0825,9.41,149.5,8.56,23.7,T41
7/11/18 22:08,-99999,-99999,10.5,131.5,7.5,19.3,Air
7/11/18 22:09,139.2,0.0903,9.66,150.1,8.8,24.9,T29
7/11/18 22:10,134.3,0.0871,9.31,152.1,8.48,23.8,T31
7/11/18 22:12,135.4,0.0878,9.57,152.9,8.57,23.8,T33
7/11/18 22:14,157.5,0.1021,9.01,154.8,8.71,26.6,T35
7/11/18 22:15,140.2,0.091,9.01,155.8,8.64,25.9,T37
7/11/18 22:19,135.4,0.0878,9.58,159,8.81,25,T39
7/11/18 22:21,148.5,0.0969,9.09,163.2,8.69,25.7,T27
7/11/18 22:23,146.6,0.0955,9.8,161.9,9.14,25.7,T25
7/11/18 22:24,139.2,0.0903,9.4,166.8,8.59,23.9,T23
7/11/18 22:26,149.8,0.0975,8.98,169.5,8.61,25.4,T21
7/11/18 22:27,153.6,0.1001,9.22,169.2,8.85,26.2,T19
7/11/18 22:28,134,0.0871,9.44,170.6,8.66,24.2,T17
7/11/18 22:29,144.8,0.0942,9.31,171.5,8.72,25.8,T15
7/11/18 22:30,154.3,0.1001,9.2,172,8.82,26.4,T13
7/11/18 22:31,126.5,0.0825,9.48,173.2,8.58,23.8,T14
7/11/18 22:32,138,0.0897,9.09,175.4,8.51,24.8,T16
7/11/18 22:33,141.1,0.0917,9.18,176.2,8.59,24.6,T18
7/11/18 22:34,151.2,0.0981,9.08,176.7,8.69,25.5,T20
7/11/18 22:36,182.5,0.1183,9.23,176.6,8.76,25.6,T22
7/11/18 22:38,157.8,0.1027,9.13,176.2,8.85,26.8,T24
7/11/18 22:40,7.8,0.0052,9.25,178.5,8.83,26.3,T26
7/11/18 22:41,141.9,0.0923,9.67,179.3,8.75,24.2,T28
7/11/18 22:43,152,0.0988,8.84,180.8,8.63,25.8,T12
7/11/18 22:44,137.4,0.089,9.08,181.4,8.59,24.6,T10
7/11/18 22:45,135.5,0.0878,9.54,182,8.67,24.3,T8
7/11/18 22:46,153.3,0.0994,8.83,182.2,8.72,26.2,T6
7/11/18 22:47,153.4,0.0994,8.6,183.2,8.59,26.3,T4
7/11/18 22:48,146.4,0.0949,9.44,182.1,8.84,25.4,T2
7/11/18 22:49,141.6,0.0923,8.97,183.8,8.61,25.2,T1
7/11/18 22:51,137.2,0.089,9.08,185.6,8.48,24.3,T3
7/11/18 22:52,148.5,0.0962,9.47,184.6,8.8,25.9,T5
7/11/18 22:53,150.7,0.0981,9.32,185.1,8.72,25.1,T7
7/11/18 22:55,131.9,0.0858,9.13,187,8.52,23.7,T9
7/11/18 22:56,163,0.106,8.45,186.4,8.7,27,T11
7/11/18 22:57,-99999,-99999,10.97,317.3,6.9,19.9,Air
7/12/18 4:25,-99999,-99999,9.81,176,8.23,15.3,Air
7/12/18 4:27,130.7,0.0851,8.32,159.3,8.45,20.7,T41
7/12/18 4:29,150.5,0.0981,7.61,164,8.47,24,T43
7/12/18 4:30,140,0.091,8.63,176.5,8.7,22.2,T45
7/12/18 4:31,138.5,0.0903,8.09,192,8.25,21.4,T47
7/12/18 4:32,134.6,0.0878,8.58,244.1,8.72,21.9,T39
7/12/18 4:33,139,0.0903,8.01,240.5,8.53,22.9,T37
7/12/18 4:34,154.8,0.1008,7.82,246.7,8.56,23.7,T35
7/12/18 4:35,134.9,0.0878,8.75,254.9,8.46,20.9,T33
7/12/18 4:36,130.9,0.0851,8.39,313.5,8.35,20.9,T31
7/12/18 4:37,137.1,0.089,8.59,306.4,8.7,21.8,T29
7/12/18 4:39,-99999,-99999,9.21,313.7,8.38,17.3,Air
7/12/18 4:40,153.8,0.1001,8.08,278.4,8.73,23.3,T13
7/12/18 4:40,142.4,0.0923,8.41,281.2,8.64,22.7,T15
7/12/18 4:41,135.1,0.0878,8.67,283.8,8.58,21.3,T17
7/12/18 4:42,151.1,0.0981,8.16,288.7,8.75,23.3,T19
7/12/18 4:43,152.9,0.0994,8.03,290.5,8.47,22,T21
7/12/18 4:44,137.6,0.0897,8.7,292.8,8.51,20.9,T23
7/12/18 4:45,142,0.0923,8.46,283.9,9.06,22.8,T25
7/12/18 4:46,149.9,0.0975,8.15,285.7,8.59,22.3,T27
7/12/18 4:47,0.1,0,9.36,321.1,8.44,17.2,Air
7/12/18 4:47,0.1,0,9.24,317.6,8.48,17.2,Air
7/12/18 4:48,157.1,0.1021,7.32,293.4,8.54,23.9,T11
7/12/18 4:49,135.8,0.0884,8.41,296.4,8.44,20.9,T9
7/12/18 4:49,152.3,0.0988,8.33,320.1,8.63,22.1,T7
7/12/18 4:50,146.7,0.0955,8.41,310,8.71,22.8,T5
7/12/18 4:51,136.5,0.0884,8.5,305.8,8.43,21.4,T3
7/12/18 4:52,142.8,0.093,7.96,304,8.49,22.1,T1
7/12/18 4:54,0.1,0,10.33,341.2,8.36,16.8,Air
7/12/18 4:54,152.2,0.0988,8.31,303,8.74,22.3,T2
7/12/18 4:55,150.5,0.0981,7.56,299.1,8.48,23.3,T4
7/12/18 4:55,153.9,0.1001,7.82,331.7,8.6,23.2,T6
7/12/18 4:56,136.8,0.089,8.81,340.1,8.61,21.2,T8
7/12/18 4:58,143.5,0.093,8.24,320.7,8.49,21.7,T10
7/12/18 4:58,159.1,0.1033,7.87,315.5,8.53,22.7,T12
7/12/18 4:59,0.1,0,9.47,397,8.27,17.3,Air
7/12/18 5:00,141,0.0917,8.68,364.7,8.64,21,T28
7/12/18 5:01,159.7,0.104,8.14,349.7,8.8,23.5,T26
7/12/18 5:01,166.2,0.1079,7.91,374.6,8.74,23.7,T24
7/12/18 5:02,184.4,0.1196,8.22,359.4,8.65,22.6,T22
7/12/18 5:03,150.5,0.0981,8.03,412.8,8.56,22.3,T20
7/12/18 5:03,147.4,0.0955,8.32,391.2,8.48,21.7,T18
7/12/18 5:04,135.6,0.0884,8.16,405.7,8.4,21.7,T16
7/12/18 5:05,127.8,0.0832,8.68,401.9,8.47,20.5,T14
7/12/18 5:05,0.1,0,10.07,394.3,8.29,17.8,Air
7/12/18 5:06,139.7,0.091,8.13,385.2,8.6,22.5,T30
7/12/18 5:06,156.5,0.1014,7.68,375.2,8.49,23.5,T32
7/12/18 5:07,139.7,0.091,8.52,422.6,8.54,21.8,T34
7/12/18 5:08,143.4,0.093,8.18,413.1,8.57,22.6,T36
7/12/18 5:08,143.7,0.0936,8.02,403.9,8.68,23.5,T38
7/12/18 5:09,135.6,0.0884,8.22,387.8,8.32,20.8,T40
7/12/18 5:10,152.8,0.0994,8.01,391.3,8.7,23.7,T48
7/12/18 5:10,148.7,0.0969,7.46,377.2,8.34,22.7,T46
7/12/18 5:11,139.6,0.091,8.21,390.9,8.81,22.6,T44
7/12/18 5:12,140.8,0.0917,8.15,395.7,8.38,21.5,T42
7/12/18 5:13,-99999,-99999,9.47,444.3,8.23,17.6,Air
7/25/18 5:44,169.8,0.1105,7.75,141.6,8.84,23.9,T1
7/25/18 5:45,179,0.1164,7.94,144.7,8.91,24.4,T2
7/25/18 5:45,160.1,0.104,7.97,148.3,8.74,23.3,T3
7/25/18 5:46,182.2,0.1183,7.86,151.4,8.95,25.4,T4
7/25/18 5:46,175,0.1138,7.94,153.9,9.1,24.8,T5
7/25/18 5:47,186.9,0.1216,7.47,159.3,8.91,25.3,T6
7/25/18 5:47,175.3,0.1138,8.41,159.1,9.01,23.8,T7
7/25/18 5:48,160.4,0.104,8.07,161.1,8.84,22.9,T8
7/25/18 5:48,154.2,0.1001,8.16,163.4,8.78,22.8,T9
7/25/18 5:48,162.9,0.106,8.05,164.9,8.74,23.8,T10
7/25/18 5:49,197.5,0.1287,7.3,167.9,8.78,25.8,T11
7/25/18 5:49,184.4,0.1196,7.92,166.6,9.04,24.8,T12
7/25/18 5:50,183.1,0.119,7.92,167.6,9.08,25.3,T13
7/25/18 5:50,182.3,0.1183,7.9,167.5,9.08,25.3,T13
7/25/18 5:50,145.2,0.0942,8.51,167.5,8.93,22.3,T14
7/25/18 5:51,173.1,0.1124,8.16,170.8,9,24.5,T15
7/25/18 5:51,154.8,0.1008,8.41,170.9,8.95,23.5,T16
7/25/18 5:52,155,0.1008,8.42,172.9,8.83,22.9,T17
7/25/18 5:52,166.4,0.1079,7.89,174.9,8.72,23.6,T18
7/25/18 5:52,178.7,0.1164,8.27,173.9,9.21,25.3,T19
7/25/18 5:53,187.8,0.1222,7.71,175.7,8.9,24.4,T20
7/25/18 5:53,178.7,0.1164,8.05,176.4,8.94,23.9,T21
7/25/18 5:54,209.5,0.1365,7.62,177.9,8.89,24.8,T22
7/25/18 5:54,158.1,0.1027,8.52,177,8.95,22.8,T23
7/25/18 5:54,194.4,0.1261,7.38,179,9.01,25.6,T24
7/25/18 5:55,157.7,0.1027,8.21,177.4,9.02,25,T25
7/25/18 5:55,200.8,0.1307,7.33,179.8,9.04,25.5,T26
7/25/18 5:56,177.1,0.1151,7.8,180.1,8.88,24.4,T27
7/25/18 5:56,162.9,0.106,7.94,180.2,8.96,23,T28
7/25/18 5:57,160.1,0.104,8.25,181.7,9.01,23.4,T29
7/25/18 5:58,171.7,0.1118,7.87,182.6,8.91,24.4,T30
7/25/18 5:58,148,0.0962,8.05,183.5,8.63,22.5,T31
7/25/18 5:58,173.9,0.1131,7.69,184.8,8.94,25.4,T32
7/25/18 5:58,180,0.117,7.69,184.7,8.94,25.4,T32
7/25/18 5:59,144.4,0.0936,8.19,184.2,8.84,22.9,T33
7/25/18 5:59,164.6,0.1073,8.36,185.3,8.83,23.7,T34
7/25/18 5:59,189.3,0.1228,8.15,187.1,8.92,25.3,T35
7/25/18 6:00,165.7,0.1079,7.56,187.1,8.76,24.6,T36
7/25/18 6:00,170.7,0.1112,7.44,188.4,8.71,24.8,T37
7/25/18 6:01,175.5,0.1144,7.61,188.3,8.94,25.6,T38
7/25/18 6:01,155.5,0.1008,8.03,188.4,8.8,23.5,T39
7/25/18 6:01,160.4,0.104,8.1,189.7,8.63,22.7,T40
7/25/18 6:02,140,0.091,8.86,191.1,8.54,21.6,T41
7/25/18 6:02,159.1,0.1033,7.98,191.6,8.69,23.4,T42
7/25/18 6:02,188.5,0.1228,7.37,192.3,8.79,25.6,T43
7/25/18 6:03,169.2,0.1099,7.1,191.8,8.62,24.9,T44
7/25/18 6:03,160.6,0.1047,7.78,192,8.7,23.9,T45
7/25/18 6:03,177.3,0.1151,7.67,193,8.75,24.7,T46
7/25/18 6:04,158,0.1027,8.12,192.6,8.69,23,T47
7/25/18 6:04,183.2,0.119,7.07,194.3,8.69,25.9,T48
7/25/18 6:04,2.4,0.0013,8.13,201.9,7.77,24.2,Air
7/25/18 21:33,-99999,-99999,8.85,143.4,7.14,23,Air
7/25/18 21:34,184.6,0.1203,8.13,79.8,8.79,31.2,T48
7/25/18 21:34,160.1,0.104,8.96,79.9,8.81,28.4,T47
7/25/18 21:35,180.9,0.1177,9,86.3,8.94,30,T46
7/25/18 21:35,164,0.1066,8.65,90.4,8.83,29,T45
7/25/18 21:36,173.4,0.1124,8.3,98.2,8.75,30.1,T44
7/25/18 21:36,189.1,0.1228,8.65,102.2,8.96,31.2,T43
7/25/18 21:37,163.7,0.1066,8.98,106.3,8.84,28.6,T42
7/25/18 21:38,143.8,0.0936,8.98,111.7,8.78,27.1,T41
7/25/18 21:39,159.9,0.104,8.96,115.8,8.74,28,T40
7/25/18 21:39,162.8,0.106,9.18,116.3,8.94,28.7,T39
7/25/18 21:40,182.4,0.1183,8.82,117.6,9.03,30.9,T38
7/25/18 21:40,173.9,0.1131,8.75,119.9,8.88,30.1,T37
7/25/18 21:41,168.1,0.1092,8.52,121.7,8.84,29.8,T36
7/25/18 21:41,194.4,0.1261,9.67,123.5,9.05,30.2,T35
7/25/18 21:42,162.8,0.106,9.74,124.8,8.99,28.6,T34
7/25/18 21:42,152.1,0.0988,9.63,126.5,8.94,27.4,T33
7/25/18 21:43,177.7,0.1157,8.88,129.2,9.04,30.7,T32
7/25/18 21:43,154.4,0.1001,9.17,130.6,8.76,27.3,T31
7/25/18 21:44,168.4,0.1092,9.12,132.2,8.99,29.2,T30
7/25/18 21:44,160,0.104,9.81,131.7,9.14,28.5,T29
7/25/18 21:45,165.6,0.1079,8.86,134.5,9.01,28.4,T28
7/25/18 21:45,178.8,0.1164,8.91,135.8,8.97,29.9,T27
7/25/18 21:46,200.2,0.13,8.84,136.7,9.12,31,T26
7/25/18 21:46,156.3,0.1014,9.81,134.5,9.16,30.2,T25
7/25/18 21:47,138.8,0.0903,9.16,138.9,8.92,29.9,T25
7/25/18 21:47,194.1,0.1261,9.13,138.1,9.15,31.2,T24
7/25/18 21:48,158.8,0.1033,9.68,138.5,9.08,27.8,T23
7/25/18 21:48,205.5,0.1339,9.19,141.3,9.04,29.9,T22
7/25/18 21:49,179.8,0.117,9.4,141.1,9.07,29.3,T21
7/25/18 21:49,182.5,0.119,8.97,142.7,9,29.6,T20
7/25/18 21:50,181.4,0.1177,9.93,141.2,9.31,30.5,T19
7/25/18 21:50,169.2,0.1099,9.11,144.2,8.88,28.5,T18
7/25/18 21:50,155.7,0.1014,9.61,144.9,8.96,27.7,T17
7/25/18 21:51,155.9,0.1014,9.57,145.7,9.05,28.4,T16
7/25/18 21:51,172,0.1118,9.53,146.7,9.12,29.7,T15
7/25/18 21:52,144.7,0.0942,9.49,146.2,9.02,27.3,T14
7/25/18 21:52,179.3,0.1164,9.32,148.4,9.17,30.6,T13
7/25/18 21:53,188.1,0.1222,9.11,148.7,9.13,30.2,T12
7/25/18 21:54,193.5,0.1255,8.59,150.7,8.94,31.2,T11
7/25/18 21:54,163.8,0.1066,9.12,150.4,8.88,28.9,T10
7/25/18 21:54,157.5,0.1021,9.14,151.6,8.88,27.8,T9
7/25/18 21:55,162.8,0.106,9.06,152.3,8.92,28,T8
7/25/18 21:55,180.4,0.117,9.63,152.2,9.1,28.9,T7
7/25/18 21:56,190.2,0.1235,8.82,153.6,9,30.4,T6
7/25/18 21:56,177.2,0.1151,9.13,152.3,9.15,30.2,T5
7/25/18 21:57,184,0.1196,9.57,152.9,9.12,30.6,T4
7/25/18 21:57,160.9,0.1047,9.37,153.8,8.93,28.3,T3
7/25/18 21:58,181.3,0.1177,9.48,155.3,9.05,29.7,T2
7/25/18 21:58,171.8,0.1118,9.13,155.3,9.01,29.3,T1
7/25/18 21:58,1.7,0.0013,8.33,164.3,8.67,27.8,Air
7/26/18 5:04,-99999,-99999,9.97,156.5,7.77,15.5,Air
7/26/18 5:04,170.7,0.1112,7.63,181.9,8.84,24.1,T1
7/26/18 5:05,180.3,0.117,7.88,179.1,8.94,24.6,T2
7/26/18 5:05,159,0.1033,8.06,177.7,8.86,23.7,T3
7/26/18 5:05,183.3,0.119,7.93,178.4,9.02,25.5,T4
7/26/18 5:06,180.5,0.1177,7.75,177.4,9.1,25.1,T5
7/26/18 5:06,188.4,0.1222,7.45,178.7,8.95,25.6,T6
7/26/18 5:07,176.6,0.1151,8.41,177.7,9.06,24.1,T7
7/26/18 5:07,162.3,0.1053,7.94,178.3,8.87,23.3,T8
7/26/18 5:08,159,0.1033,8.11,178.8,8.82,23.1,T9
7/26/18 5:08,166.5,0.1085,7.93,179.8,8.77,24.1,T10
7/26/18 5:09,200.8,0.1307,7.37,181.2,8.86,26.1,T11
7/26/18 5:09,186,0.1209,7.77,179.6,9.06,25.1,T12
7/26/18 5:10,188.7,0.1228,7.82,178.9,9.12,25.6,T13
7/26/18 5:10,141,0.0917,8.32,178.1,8.96,22.7,T14
7/26/18 5:11,176.4,0.1144,8.16,179,9.08,24.8,T15
7/26/18 5:11,159.8,0.104,8.37,178.8,9,23.8,T16
7/26/18 5:12,154.5,0.1008,8.55,179.7,8.92,23.2,T17
7/26/18 5:12,167.8,0.1092,7.86,181.2,8.78,23.9,T18
7/26/18 5:13,179.4,0.1164,8.23,179.8,9.25,25.5,T19
7/26/18 5:13,181,0.1177,7.63,180.9,8.94,24.6,T20
7/26/18 5:13,182.2,0.1183,8.04,181,9,24.1,T21
7/26/18 5:14,211.9,0.1378,7.72,181.3,8.95,25.1,T22
7/26/18 5:14,160.5,0.1047,8.54,179.9,9.01,23.1,T23
7/26/18 5:15,198.8,0.1293,7.34,181.2,9.05,25.9,T24
7/26/18 5:15,161.1,0.1047,8.07,178.9,9.05,25.3,T25
7/26/18 5:16,203.1,0.1319,7.16,181.2,9.04,25.7,T26
7/26/18 5:16,181,0.1177,7.8,180.7,8.93,24.7,T27
7/26/18 5:17,168.9,0.1099,7.79,180.6,8.94,23.4,T28
7/26/18 5:17,162.3,0.1053,8.31,180.2,9.06,23.7,T29
7/26/18 5:18,170.3,0.1105,7.78,181,8.94,24.7,T30
7/26/18 5:18,152.6,0.0994,8.14,181.7,8.68,22.8,T31
7/26/18 5:19,179.8,0.117,7.52,182,8.97,25.8,T32
7/26/18 5:19,151.9,0.0988,8.51,181.4,8.89,22.9,T33
7/26/18 5:20,166.5,0.1079,8.34,182.2,8.87,24,T34
7/26/18 5:20,193.5,0.1255,8.05,183.1,8.95,25.5,T35
7/26/18 5:20,169.8,0.1105,7.37,182.9,8.75,25,T36
7/26/18 5:21,173.8,0.1131,7.41,183.7,8.76,25.1,T37
7/26/18 5:21,182.5,0.119,7.52,183.2,8.94,25.9,T38
7/26/18 5:22,164.9,0.1073,7.9,183.4,8.84,23.8,T39
7/26/18 5:22,160.8,0.1047,8.04,184.4,8.66,23,T40
7/26/18 5:23,148.7,0.0969,8,184.2,8.67,22.7,T41
7/26/18 5:23,163.9,0.1066,7.77,185.1,8.7,23.8,T42
7/26/18 5:24,188.7,0.1228,7.39,185.3,8.87,26.1,T43
7/26/18 5:24,173.8,0.1131,6.98,185,8.61,25,T44
7/26/18 5:25,164.2,0.1066,7.56,184.9,8.7,24.2,T45
7/26/18 5:25,182.1,0.1183,7.52,185.5,8.8,25,T46
7/26/18 5:25,161.7,0.1053,8.02,185,8.71,23.3,T47
7/26/18 5:26,189.5,0.1228,7.01,186.3,8.72,26.1,T48
7/26/18 5:27,0.7,0.0007,6.23,192.8,7.65,24.2,Air
8/8/18 5:27,0.6,0.0007,9.54,145.3,7.64,17.7,Air
8/8/18 5:28,166.7,0.1085,7.54,236.4,8.85,23.9,T42
8/8/18 5:29,183.7,0.1196,6.63,230.4,8.59,24.9,T44
8/8/18 5:30,193.8,0.1261,7.13,238.1,8.78,25,T46
8/8/18 5:31,198.7,0.1293,6.93,244.6,8.76,26.1,T48
8/8/18 5:32,168,0.1092,7.84,251,8.67,23.3,T47
8/8/18 5:32,168.5,0.1092,7.55,248.3,8.76,24.2,T45
8/8/18 5:33,196.9,0.1281,6.59,255,8.65,26.2,T43
8/8/18 5:34,153.6,0.1001,8.43,251.2,8.9,22.6,T41
8/8/18 5:34,176.6,0.1151,7.96,248.2,9.02,24.7,T30
8/8/18 5:35,186.3,0.1209,7.28,240.7,8.95,25.7,T32
8/8/18 5:36,164.8,0.1073,8.17,239.1,9.02,23.9,T34
8/8/18 5:37,176.7,0.1151,6.86,241.6,8.58,24.9,T36
8/8/18 5:38,201.4,0.1307,6.78,253.6,8.69,25.9,T38
8/8/18 5:38,168,0.1092,8.14,280.6,8.78,23.1,T40
8/8/18 5:39,178.5,0.1157,7.57,275.9,8.78,23.7,T39
8/8/18 5:40,172.6,0.1124,7.46,302.4,8.79,25,T37
8/8/18 5:40,208.4,0.1352,6.98,294.1,8.74,25.8,T35
8/8/18 5:41,157.1,0.1021,8.24,305.5,8.96,22.7,T33
8/8/18 5:41,153.8,0.1001,8.28,300.5,8.89,22.7,T31
8/8/18 5:42,168.2,0.1092,7.82,292.7,8.91,23.7,T29
8/8/18 5:43,151.6,0.0988,7.91,289.7,8.76,22.3,T14
8/8/18 5:43,160.8,0.1047,7.86,286.9,8.96,23.6,T16
8/8/18 5:44,170.2,0.1105,8.1,287,9.06,23.6,T18
8/8/18 5:44,189.9,0.1235,7.4,294.6,8.97,24.3,T20
8/8/18 5:45,204.7,0.1333,7.34,285.6,8.94,25,T22
8/8/18 5:46,209.2,0.1359,6.58,298.7,8.86,25.6,T24
8/8/18 5:47,216.4,0.1404,6.74,297.4,8.82,25.4,T26
8/8/18 5:47,170.9,0.1112,7.51,317.5,8.78,23.3,T28
8/8/18 5:48,178.3,0.1157,7.92,338.1,9.07,24.4,T27
8/8/18 5:49,161.9,0.1053,6.97,325.6,8.89,24.9,T25
8/8/18 5:49,163.9,0.1066,7.92,335.9,8.96,22.9,T23
8/8/18 5:50,182.1,0.1183,7.75,331,9.03,23.9,T21
8/8/18 5:51,183.6,0.1196,7.4,338,9.06,25.3,T19
8/8/18 5:51,155,0.1008,8.31,330.6,8.98,23,T17
